# US cities with population >= 5,000.
# Derived from GeoNames cities5000 (https://www.geonames.org/), CC-BY 4.0.
city,state,latitude,longitude,population
Cherry Hills Village,CO,39.6416,-104.9594,6539
Geneseo,IL,41.4481,-90.1543,6538
Laurence Harbor,NJ,40.4568,-74.2465,6536
Yorketown,NJ,40.3079,-74.3376,6535
Lake Hallie,WI,44.8758,-91.4407,6535
Saint Joseph,MN,45.565,-94.3183,6534
North Brighton,MA,42.3584,-71.1384,6531
Douglas,WY,42.7597,-105.3822,6531
Eliot,ME,43.1531,-70.8001,6528
Upper Sandusky,OH,40.8273,-83.2813,6527
Catasauqua,PA,40.6548,-75.4746,6525
Lincoln,AL,33.6132,-86.1183,6524
New Milford,CT,41.577,-73.4085,6523
Riverside,MD,39.2725,-76.6069,6523
Decatur,TX,33.2343,-97.5861,6521
Eatonton,GA,33.3268,-83.3885,6520
Boyette,FL,27.8175,-82.2226,6518
Belle Haven,VA,38.7854,-77.063,6518
Rossford,OH,41.6098,-83.5644,6512
Calverton,NY,40.9065,-72.7434,6510
Riverside,MD,39.1734,-76.8852,6507
Monticello,NY,41.6557,-74.6893,6505
Ambler,PA,40.1546,-75.2216,6505
Avon,CO,39.6314,-106.5222,6505
Lutherville,MD,39.4212,-76.6261,6504
Washington,NJ,40.7584,-74.9793,6498
Ladera Heights,CA,33.9942,-118.3753,6498
Champion Heights,OH,41.29,-80.846,6498
Vandenberg Village,CA,34.7083,-120.4677,6497
De Soto,MO,38.1395,-90.5551,6495
Rockaway,NJ,40.9012,-74.5143,6494
Hurricane,WV,38.4326,-82.0201,6493
Collinsville,OK,36.3645,-95.8389,6492
Johnson Lane,NV,39.048,-119.7221,6490
Macclenny,FL,30.2822,-82.1221,6487
Lovejoy,GA,33.4362,-84.3144,6487
Cheverly,MD,38.9282,-76.9158,6485
Kentfield,CA,37.9522,-122.5572,6485
East Farmingdale,NY,40.7293,-73.4168,6484
Medfield,MA,42.1876,-71.3064,6483
Ishpeming,MI,46.4885,-87.6676,6483
Prospect Park,PA,39.8879,-75.3082,6481
Castroville,CA,36.7658,-121.758,6481
Belpre,OH,39.274,-81.5729,6476
Brookings,OR,42.0526,-124.284,6476
Fort Pierce North,FL,27.4736,-80.3593,6474
Spring Lake Park,MN,45.1077,-93.238,6473
Milford,MI,42.5936,-83.5994,6472
Plattsmouth,NE,41.0114,-95.8822,6462
Powell,WY,44.7538,-108.7574,6462
Union,OH,39.8978,-84.3063,6461
Lauderdale-by-the-Sea,FL,26.192,-80.0964,6460
Ridgefield,WA,45.8151,-122.7426,6455
Lihue,HI,21.9812,-159.3721,6455
University Town Center,CA,33.6516,-117.8343,6455
Thurmont,MD,39.6237,-77.4108,6454
Hamlet,NC,34.8849,-79.6942,6454
Lanett,AL,32.8687,-85.1905,6452
Kula,HI,20.7909,-156.327,6452
Nibley,UT,41.6744,-111.833,6451
Bethel,AK,60.7922,-161.7558,6450
Covedale,OH,39.1212,-84.6063,6447
Geneva,OH,39.662,-82.4335,6447
Nuevo,CA,33.8014,-117.1459,6447
Mattydale,NY,43.0978,-76.1452,6446
Forest Hills,PA,40.4198,-79.85,6443
Oakmont,PA,40.5217,-79.8423,6443
Sudden Valley,WA,48.7229,-122.3465,6441
Pocahontas,AR,36.2615,-90.9712,6438
Bronxville,NY,40.9382,-73.8321,6438
Wheelersburg,OH,38.7304,-82.8555,6437
Landing,NJ,40.9051,-74.6652,6436
Hudson,NY,42.2529,-73.791,6436
Kermit,TX,31.8576,-103.0927,6434
South Monroe,MI,41.8959,-83.4177,6433
Gladewater,TX,32.5365,-94.9427,6432
Exeter,RI,41.5776,-71.5376,6426
Riverside,MD,39.4737,-76.2413,6425
Solvay,NY,43.0581,-76.2074,6425
Cynthiana,KY,38.3903,-84.2941,6423
Whitmore Lake,MI,42.4397,-83.7453,6423
Corry,PA,41.9203,-79.6403,6420
Monument,CO,39.0917,-104.8728,6420
Hillsborough,NC,36.0754,-79.0997,6415
Angora,PA,39.944,-75.2377,6413
Talent,OR,42.2457,-122.7887,6411
Riverton,WA,47.4843,-122.2946,6407
Holtville,CA,32.8112,-115.3803,6404
Inwood,FL,28.037,-81.7651,6403
Sealy,TX,29.7808,-96.1572,6403
Dahlonega,GA,34.5326,-83.9849,6394
West Somerville/Davis Square,MA,42.3959,-71.1226,6393
Waveland,MS,30.2869,-89.3762,6391
Milliken,CO,40.3294,-104.8552,6388
Camp Swift,TX,30.1908,-97.2922,6383
Bartonville,IL,40.6503,-89.6521,6382
Blue Grass,PA,40.0657,-75.0274,6382
Bridgeport,TX,33.2101,-97.7548,6381
Eudora,KS,38.9433,-95.0986,6378
Mattapoisett,MA,41.6584,-70.8161,6378
Wimauma,FL,27.7125,-82.299,6373
Moraine,OH,39.7062,-84.2194,6373
Purcell,OK,35.0137,-97.3611,6370
Prairie View,TX,30.0933,-95.9877,6369
Fort Lincoln,DC,38.9223,-76.9564,6367
Cherry Valley,CA,33.9725,-116.9772,6362
Hampstead,MD,39.6048,-76.85,6359
Bremen,GA,33.7212,-85.1455,6355
Everman,TX,32.631,-97.2892,6352
Bellwood,VA,37.4218,-77.4375,6352
Howland Center,OH,41.2512,-80.7454,6351
Woodfin,NC,35.6334,-82.5821,6349
Pelican Bay,FL,26.2312,-81.8056,6346
White Oak,TX,32.5279,-94.8613,6345
Walnut Hills,OH,39.127,-84.4841,6344
Iowa Park,TX,33.9515,-98.6687,6344
Garrett,IN,41.3495,-85.1355,6344
Eastwood,MI,42.3031,-85.5503,6340
Huntington Woods,MI,42.4806,-83.1669,6340
Morton,PA,40.0418,-75.183,6338
Edinboro,PA,41.8742,-80.1317,6335
Metropolis,IL,37.1512,-88.732,6334
Woodlawn,MD,38.9496,-76.8914,6334
Blakely,PA,41.4809,-75.5946,6334
Linglestown,PA,40.334,-76.7891,6334
Pembroke Park,FL,25.9879,-80.1748,6333
Leesville,LA,31.1435,-93.261,6333
Arlington Heights,PA,40.9901,-75.2163,6333
Kathleen,FL,28.1209,-82.0231,6332
Glenarden,MD,38.9293,-76.8616,6326
Clarkston Heights-Vineland,WA,46.3874,-117.083,6326
Roseland,CA,38.4221,-122.728,6325
Gulf Breeze,FL,30.3571,-87.1639,6323
Red Lion,PA,39.9009,-76.6058,6321
Canutillo,TX,31.9115,-106.6003,6321
Walker,LA,30.488,-90.8615,6318
Mulvane,KS,37.4745,-97.2439,6314
Louisville,MS,33.1237,-89.0551,6314
Willis,TX,30.4249,-95.4799,6313
Johnsburg,IL,42.38,-88.242,6310
Selma,NC,35.5365,-78.2844,6307
Franklin,PA,41.3978,-79.8314,6302
Zuni Pueblo,NM,35.0725,-108.8506,6302
Valley Falls,SC,35.0159,-81.9748,6299
Plain City,UT,41.298,-112.0861,6299
Skowhegan,ME,44.7651,-69.7192,6297
Parkville,MO,39.195,-94.6822,6296
Homeland Park,SC,34.4707,-82.6707,6296
Bee Cave,TX,30.3085,-97.945,6292
Columbiana,OH,40.8884,-80.694,6291
Rolesville,NC,35.9232,-78.4575,6289
Wendell,NC,35.781,-78.3697,6285
Dighton,MA,41.814,-71.1203,6283
Fairmount,MA,42.2515,-71.1148,6282
Marble Falls,TX,30.5784,-98.2751,6281
South Williamsport,PA,41.232,-76.9991,6281
Carlstadt,NJ,40.8404,-74.0907,6279
Spreckelsville,HI,20.8969,-156.415,6276
Back of the Hill,MA,42.3293,-71.111,6272
Knottsville,KY,37.7717,-86.9042,6270
Fowler,CA,36.6305,-119.6785,6266
Enoch,UT,37.7733,-113.0244,6265
Red Chute,LA,32.556,-93.6132,6261
Clyde,OH,41.3042,-82.9752,6260
Estes Park,CO,40.3772,-105.5217,6257
Shrewsbury,MO,38.5903,-90.3368,6254
Kodiak,AK,57.7885,-152.4053,6253
Bellefonte,PA,40.9134,-77.7783,6248
Wilmore,KY,37.862,-84.6616,6247
Merrimac,MA,42.8306,-71.0023,6245
Jackson,OH,39.052,-82.6365,6243
Danville,AL,34.4145,-87.0875,6242
Ave Maria,FL,26.3367,-81.4381,6242
Ramtown,NJ,40.121,-74.1437,6242
Burnet,TX,30.7582,-98.2284,6239
Margate City,NJ,39.3279,-74.5035,6237
East Aurora,NY,42.7678,-78.6134,6236
Dunlap,IN,41.6378,-85.9217,6235
Ben Lomond,CA,37.0891,-122.0863,6234
Eldridge,IA,41.6581,-90.5846,6232
Columbia,MS,31.2518,-89.8376,6229
Conley,GA,33.6448,-84.3258,6228
Cullowhee,NC,35.3137,-83.1765,6228
Chillicothe,IL,40.9223,-89.4862,6226
Kingston,NH,42.9365,-71.0534,6225
Harriman,TN,35.934,-84.5524,6224
Mila Doce,TX,26.2262,-97.9589,6222
Harrisville,UT,41.2813,-111.9883,6221
Hobart,WA,47.4218,-121.9729,6221
Indian River Estates,FL,27.3645,-80.3098,6220
Aptos,CA,36.9772,-121.8994,6220
Otis Orchards-East Farms,WA,47.7099,-117.0798,6220
Pittville,PA,40.0573,-75.1446,6218
Salem,IN,38.6056,-86.1011,6217
Swarthmore,PA,39.9021,-75.3499,6211
Steilacoom,WA,47.1698,-122.6026,6211
Tarrant,AL,33.5834,-86.7728,6210
East Garden City,NY,40.7308,-73.5981,6208
Pepper Pike,OH,41.4784,-81.4637,6204
New Dorp Beach,NY,40.5654,-74.1029,6201
Green Knoll,NJ,40.6001,-74.6121,6200
Orange City,IA,43.0072,-96.0584,6198
Old City,PA,39.9465,-75.1468,6197
Saint Johnsbury,VT,44.4192,-72.0151,6193
Lionville,PA,40.0537,-75.6599,6189
Raton,NM,36.9034,-104.4391,6187
Portland,IN,40.4345,-84.9778,6186
Satsuma,AL,30.8532,-88.0561,6182
Waltherson,MD,39.3465,-76.5627,6181
Marvin,NC,34.9918,-80.8148,6181
Keene,TX,32.3968,-97.3239,6181
Boonville,IN,38.0492,-87.2742,6180
Inniswold,LA,30.4049,-91.0834,6180
Goddard,MD,38.9896,-76.8533,6177
Plymouth Meeting,PA,40.1023,-75.2743,6177
Guadalupe,AZ,33.3709,-111.9629,6177
Saint Augustine Beach,FL,29.8505,-81.2653,6176
East Alton,IL,38.8803,-90.1112,6176
Princeton,KY,37.1092,-87.882,6174
Killingworth,CT,41.3582,-72.5637,6174
Braidwood,IL,41.265,-88.2123,6172
Elm Grove,WI,43.0431,-88.079,6172
Pigeon Forge,TN,35.7884,-83.5543,6171
Schuyler,NE,41.4472,-97.0595,6171
Cold Spring,KY,39.0217,-84.4399,6170
Ware,MA,42.2598,-72.2398,6170
Holly,MI,42.792,-83.6277,6169
Kennett Square,PA,39.8468,-75.7116,6167
Northborough,MA,42.3195,-71.6412,6167
Grafton,OH,41.2726,-82.0546,6165
Jamul,CA,32.717,-116.8761,6163
Sandtown-Winchester,MD,39.3038,-76.6426,6162
International Falls,MN,48.6011,-93.411,6158
Darlington,SC,34.2999,-79.8762,6155
Bella Vista,PA,39.9354,-75.1571,6154
Sky Lake,FL,28.4572,-81.3915,6153
Oelwein,IA,42.6733,-91.9135,6153
Pauls Valley,OK,34.7401,-97.2223,6152
Aztec,NM,36.8222,-107.9929,6147
Village of Oak Creek (Big Park),AZ,34.7809,-111.7623,6147
Elsmere,DE,39.7393,-75.598,6146
Miramar Beach,FL,30.3744,-86.3586,6146
District Heights,MD,38.8576,-76.8894,6144
East Pasadena,CA,34.1381,-118.0738,6144
Groveland,MA,42.7604,-71.0315,6143
Keolu Hills,HI,21.3764,-157.725,6143
La'ie,HI,21.6455,-157.9225,6138
Carolina Beach,NC,34.0352,-77.8936,6137
Bell Road (historical),PA,39.9068,-75.2338,6137
Lincroft,NJ,40.3307,-74.121,6135
West Greenwich,RI,41.637,-71.66,6135
Rockford,MI,43.12,-85.56,6134
Lynchburg,TN,35.2831,-86.3742,6132
Larchmont,NY,40.9279,-73.7518,6132
Theodore,AL,30.5477,-88.1753,6130
Hampshire,IL,42.0978,-88.5304,6130
Eldorado at Santa Fe,NM,35.5264,-105.9347,6130
Orlovista,FL,28.5383,-81.4604,6123
Kasson,MN,44.03,-92.7507,6123
Brunswick,MD,39.3143,-77.6278,6116
Saint Martinville,LA,30.1252,-91.8334,6114
Ontario,OH,40.7595,-82.5902,6111
Enola,PA,40.2901,-76.9339,6111
Monroeville,AL,31.5279,-87.3247,6110
Stone Mountain,GA,33.8082,-84.1702,6109
Munford,TN,35.4492,-89.8151,6108
'Ewa Villages,HI,21.3413,-158.0397,6108
Patterson,LA,29.6933,-91.302,6106
Oxford,MA,42.1168,-71.8648,6103
Twin Lakes,CO,39.825,-105.0047,6101
Childress,TX,34.4265,-100.204,6101
Osprey,FL,27.1962,-82.4904,6100
Ulysses,KS,37.5814,-101.3552,6097
Pimmit Hills,VA,38.9129,-77.2008,6094
Twin Lakes,WI,42.5311,-88.2481,6094
Sheridan,OR,45.0993,-123.3948,6094
Lucas Valley-Marinwood,CA,38.0401,-122.5755,6094
Monticello,KY,36.8298,-84.8491,6090
Littlefield,TX,33.9173,-102.3249,6090
Clarion,PA,41.2148,-79.3853,6089
Harvard,MA,42.5001,-71.5828,6085
Manistee,MI,44.2445,-86.3243,6084
Indiantown,FL,27.0273,-80.4856,6083
Latimer,MS,30.5346,-88.8667,6079
Truth or Consequences,NM,33.1284,-107.2528,6079
Rushville,IN,39.6092,-85.4464,6077
Queen Village,PA,39.9343,-75.1485,6077
Jordan,MN,44.6669,-93.6269,6076
Gunnison,CO,38.5458,-106.9253,6076
De Soto,KS,38.9792,-94.9686,6074
Slaton,TX,33.4373,-101.6435,6072
Fruit Heights,UT,41.0322,-111.9022,6072
Pahokee,FL,26.8201,-80.6653,6071
Willows,CA,39.5243,-122.1936,6069
Blue Bell,PA,40.1523,-75.2663,6067
Joshua,TX,32.4615,-97.3881,6066
Rochester,IN,41.0648,-86.2158,6065
Willard,OH,41.0531,-82.7263,6063
Los Ranchos de Albuquerque,NM,35.162,-106.6428,6063
Red Lion,PA,40.4806,-75.616,6055
Bangor Trident Base,WA,47.7227,-122.7145,6054
Geneva,OH,41.8051,-80.9481,6051
Avra Valley,AZ,32.4378,-111.3154,6050
Sylvester,GA,31.5309,-83.8369,6049
Rindge,NH,42.7512,-72.0098,6049
Sunnyvale,TX,32.7965,-96.5608,6044
Hillandale,MD,39.0265,-76.9741,6043
Mount Healthy,OH,39.2337,-84.5458,6039
Sheridan,CO,39.6469,-105.0253,6039
East Falmouth,MA,41.5784,-70.5586,6038
Stewartville,MN,43.8555,-92.4885,6037
Las Flores,CA,34.0372,-118.6359,6037
Union Gap,WA,46.5573,-120.4751,6037
Bay Harbor Islands,FL,25.8876,-80.1312,6036
Huntingburg,IN,38.2989,-86.955,6035
Princeton,WV,37.3662,-81.1026,6035
Somerset,PA,40.0084,-79.0781,6032
Cambria,CA,35.5641,-121.0807,6032
Berthoud,CO,40.3083,-105.0811,6031
Kingsland,TX,30.6582,-98.4406,6030
Clearfield,PA,41.0273,-78.4392,6030
Fair Haven,NJ,40.3607,-74.0382,6029
Jamesburg,NJ,40.3526,-74.4402,6029
Independence,IA,42.4686,-91.8893,6028
West Concord,MA,42.4584,-71.3953,6028
Taylor,PA,41.3948,-75.7066,6025
Surfside,FL,25.8784,-80.1256,6024
Meridianville,AL,34.8515,-86.5722,6021
Yoakum,TX,29.2877,-97.1519,6016
Old Tappan,NJ,41.0106,-73.9912,6016
Lakemoor,IL,42.3286,-88.199,6015
Waupaca,WI,44.358,-89.0859,6014
Whitestown,IN,39.9973,-86.3458,6013
West Yarmouth,MA,41.6501,-70.2411,6012
Finley,WA,46.154,-119.0339,6012
Estherville,IA,43.4016,-94.8328,6011
Northville,MI,42.4312,-83.4833,6010
Lake Mohegan,NY,41.3179,-73.8462,6010
McKees Rocks,PA,40.4656,-80.0656,6010
West Haven,OR,45.5176,-122.7695,6009
Roanoke,AL,33.1512,-85.3722,6005
Stow,MA,42.437,-71.5056,6005
Countryside,IL,41.7828,-87.8781,6002
Battlefield,MO,37.1156,-93.3702,6001
James Island,SC,32.7237,-79.9628,6000
Albion,NY,43.2465,-78.1936,5998
Ralston,NE,41.2053,-96.0425,5994
Walkersville,MD,39.4862,-77.3519,5993
Posen,IL,41.6317,-87.6814,5992
Hartford City,IN,40.4511,-85.37,5992
Paulsboro,NJ,39.8304,-75.2405,5989
Maquoketa,IA,42.0689,-90.6657,5989
Gun Barrel City,TX,32.3346,-96.1514,5985
Milan,MI,42.0853,-83.6824,5983
Spring Hill,KS,38.7431,-94.8255,5981
Glenham-Belhar,MD,39.35,-76.5486,5981
Erwin,TN,36.1451,-82.4168,5979
Peoria Heights,IL,40.7473,-89.574,5979
Cut Off,LA,29.5427,-90.3381,5976
Fort Meade,FL,27.7523,-81.8017,5975
Cherryville,NC,35.3787,-81.379,5974
Medina,MN,45.0352,-93.5825,5973
Notre Dame,IN,41.7002,-86.2379,5973
North Manchester,IN,41.0006,-85.7686,5971
Las Flores,CA,33.5881,-117.6267,5971
Kekaha-Waimea,HI,21.9718,-159.6927,5971
Homeland,CA,33.7431,-117.1092,5969
Gas City,IN,40.4873,-85.613,5968
Naples Park,FL,26.2617,-81.8093,5967
Northern Liberties,PA,39.9659,-75.1463,5966
Belmont,VA,39.0648,-77.51,5966
West Miami,FL,25.7634,-80.2962,5965
Villa Park,CA,33.8145,-117.8131,5964
South Valley Stream,NY,40.6559,-73.7176,5962
Marion,VA,36.8348,-81.5148,5957
Port Clinton,OH,41.512,-82.9377,5957
Chickasaw,AL,30.7638,-88.0747,5954
Prospect Park,NJ,40.937,-74.1743,5953
Alpine,TX,30.3586,-103.6621,5952
Silver Hill,MD,38.8418,-76.9458,5950
Du Quoin,IL,38.0114,-89.2362,5949
Yaphank,NY,40.8368,-72.9171,5945
Pontotoc,MS,34.2479,-88.9987,5944
Wailea,HI,20.6897,-156.4419,5938
Wesley Hills,NY,41.1593,-74.0699,5935
Colusa,CA,39.2143,-122.0094,5935
Steelton,PA,40.2354,-76.8414,5932
Sweetwater,TN,35.6015,-84.461,5931
Topsham,ME,43.9276,-69.9759,5931
Caruthersville,MO,36.1931,-89.6556,5930
Laveen,AZ,33.3628,-112.1693,5930
Hebron,KY,39.0659,-84.7011,5929
Glendale,MO,38.5959,-90.3771,5927
Rensselaer,IN,40.9367,-87.1509,5927
Cocoa West,FL,28.3594,-80.7711,5925
Progreso,TX,26.0923,-97.9572,5922
Hilton,NY,43.2881,-77.7933,5921
East Port Orchard,WA,47.5234,-122.6243,5919
Walpole,MA,42.1418,-71.2495,5918
Woodcliff Lake,NJ,41.0234,-74.0665,5917
Watchung,NJ,40.6379,-74.451,5916
Little Silver,NJ,40.3368,-74.0471,5913
Roseburg North,OR,43.269,-123.351,5912
West Hattiesburg,MS,31.3191,-89.3751,5909
Yorktown,PA,39.9734,-75.153,5909
Ramblewood,NJ,39.9287,-74.9438,5907
New Whiteland,IN,39.5581,-86.0953,5906
Reservoir,MA,42.3348,-71.1484,5904
Brookville,OH,39.8367,-84.4113,5900
James City,NC,35.0888,-77.0349,5899
Charles Town,WV,39.289,-77.8597,5899
Attalla,AL,34.0218,-86.0886,5899
Norwood,PA,39.8918,-75.2996,5898
Carrizo Springs,TX,28.5219,-99.8606,5898
Heathrow,FL,28.7633,-81.3722,5896
Trenton,MO,40.0789,-93.6166,5896
Raleigh Hills,OR,45.4807,-122.762,5896
Robertsdale,AL,30.5538,-87.7119,5894
Bellevue,KY,39.1065,-84.4788,5892
Central City,KY,37.2939,-87.1233,5892
Tanglewilde-Thompson Place,WA,47.0512,-122.7808,5892
Tanglewilde,WA,47.0515,-122.7824,5892
Harrah,OK,35.4895,-97.1636,5891
Laurel Bay,SC,32.4502,-80.7848,5891
New Brighton,PA,40.7303,-80.3101,5891
Bridgewater,VA,38.3821,-78.9767,5889
Vancleave,MS,30.5405,-88.6875,5886
Fulshear,TX,29.69,-95.8997,5886
Lecanto,FL,28.8516,-82.4876,5882
Dickson City,PA,41.4715,-75.6077,5877
Roseland,NJ,40.8207,-74.2938,5876
Crafton,PA,40.4351,-80.0662,5876
South Patrick Shores,FL,28.2022,-80.6095,5875
Delano,MN,45.0419,-93.7891,5875
Lewistown,MT,47.0625,-109.4282,5874
Chesapeake Beach,MD,38.6862,-76.5347,5873
Wescosville,PA,40.5668,-75.553,5872
Yarmouth,ME,43.8006,-70.1867,5869
Norwood,NJ,40.9982,-73.9618,5869
Prosser,WA,46.2068,-119.7689,5869
Zephyrhills West,FL,28.2308,-82.2056,5865
Richmond,MI,42.8092,-82.7558,5864
Mount Zion,IL,39.7714,-88.8742,5862
Portland,CT,41.5729,-72.6406,5862
Punxsutawney,PA,40.9437,-78.9709,5861
Lee Acres,NM,35.1487,-106.647,5858
Lee Acres,NM,36.6989,-108.0367,5858
Plumas Lake,CA,39.0207,-121.558,5853
Dowagiac,MI,41.9842,-86.1086,5851
Orange Beach,AL,30.2944,-87.5736,5850
Shawmont,PA,40.0529,-75.236,5850
Berkley,MA,41.8459,-71.0828,5849
Kingston,TN,35.8809,-84.5085,5846
Junction City,OR,44.2193,-123.2057,5842
Woodland,WA,45.9046,-122.744,5842
Country Homes,WA,47.7485,-117.4044,5841
Buckner,KY,38.3837,-85.44,5837
Simsbury Center,CT,41.8809,-72.8112,5836
Plymouth,PA,41.2404,-75.9446,5832
High Springs,FL,29.8269,-82.5968,5831
Sandown,NH,42.9287,-71.187,5827
Medina,NY,43.2201,-78.387,5827
Hellertown,PA,40.5795,-75.3407,5824
Byron Center,MI,42.8122,-85.7228,5822
Heathcote,NJ,40.3887,-74.5757,5821
Bensley,VA,37.4468,-77.4433,5819
Greenville,PA,41.4045,-80.3912,5819
Branford Center,CT,41.2774,-72.8151,5819
Carterville,IL,37.76,-89.0773,5818
Meraux,LA,29.9302,-89.9162,5816
Charleston,MO,36.9209,-89.3506,5815
Manasquan,NJ,40.1262,-74.0493,5815
Saint Helena,CA,38.5052,-122.4703,5814
Ada,OH,40.7695,-83.8227,5811
Lucerne Valley,CA,34.4439,-116.9678,5811
Warren,AR,33.6126,-92.0646,5804
Shady Side,MD,38.8418,-76.5122,5803
Volney,NY,43.3428,-76.3577,5801
Fruitridge Pocket,CA,38.5326,-121.4558,5800
The Village of Indian Hill,OH,39.1795,-84.3352,5798
Lake Mills,WI,43.0814,-88.9118,5798
Ranchettes,WY,41.2186,-104.7903,5798
Tierra Buena,CA,39.1488,-121.6669,5797
DeFuniak Springs,FL,30.721,-86.1152,5795
Union,KY,38.9459,-84.6805,5795
Spring Ridge,MD,39.4015,-77.3525,5795
Windcrest,TX,29.5155,-98.3803,5794
Prospect Park,NJ,40.2404,-74.7663,5794
Edna,TX,28.9786,-96.6461,5792
Belvedere,SC,33.531,-81.9448,5792
Selinsgrove,PA,40.799,-76.8622,5792
Tellico Village,TN,35.6832,-84.2552,5791
Locust Grove,GA,33.346,-84.1091,5790
Boiling Spring Lakes,NC,34.0305,-78.0672,5789
Washingtonville,NY,41.4279,-74.166,5788
Cheshire Village,CT,41.5026,-72.8995,5786
Hollidaysburg,PA,40.4273,-78.3889,5784
Fort Wright,KY,39.0517,-84.5341,5781
Cheraw,SC,34.6977,-79.8834,5778
Chadron,NE,42.8294,-102.9999,5775
Lewisburg,PA,40.9645,-76.8844,5774
McCordsville,IN,39.9081,-85.9228,5773
Belding,MI,43.0978,-85.2289,5769
Henryetta,OK,35.4398,-95.9819,5765
Luling,TX,29.6805,-97.6475,5764
Milton Center,MA,42.2543,-71.08,5763
Vine Grove,KY,37.8101,-85.9814,5760
Prairie du Chien,WI,43.0517,-91.1412,5757
Malone,NY,44.8487,-74.2949,5756
Gustine,CA,37.2577,-120.9988,5756
Jamestown,RI,41.4971,-71.3673,5755
Sandersville,GA,32.9815,-82.8101,5752
Moosic,PA,41.3534,-75.7382,5751
Holdenville,OK,35.0804,-96.3992,5750
Bay Harbor,MI,45.3641,-85.0821,5749
Elburn,IL,41.8922,-88.4723,5748
Southold,NY,41.0648,-72.4262,5748
Granville,OH,40.0681,-82.5196,5747
Centerville,IA,42.0928,-93.9355,5745
Kuli'ou'ou,HI,21.2876,-157.739,5745
Clover,SC,35.1112,-81.2265,5744
Trooper,PA,40.1498,-75.4018,5744
South Oroville,CA,39.481,-121.536,5742
Solvang,CA,34.5958,-120.1376,5741
McRae,GA,32.068,-82.9007,5740
Taos,NM,36.4072,-105.5731,5740
Oceanport,NJ,40.3182,-74.0151,5739
Beardstown,IL,40.0175,-90.4243,5738
Groveport,OH,39.8784,-82.8838,5737
Grayson Valley,AL,33.6482,-86.6394,5736
Sinton,TX,28.0367,-97.5092,5736
Augusta,WV,39.2954,-78.6378,5734
Citra,FL,29.4119,-82.1098,5732
Loudon,TN,35.7328,-84.3338,5731
South Apopka,FL,28.6619,-81.5095,5728
Mount Carmel,PA,40.797,-76.4119,5728
Center,TX,31.5107,-96.4247,5727
Hutchins,TX,32.6493,-96.713,5727
Hillsboro,IL,39.1613,-89.4954,5726
White Rock,NM,35.8275,-106.2039,5725
Gulf Park Estates,MS,30.3919,-88.7611,5719
Petoskey,MI,45.3733,-84.9553,5719
Cumming,GA,34.2073,-84.1402,5718
Palmview,TX,26.2334,-98.3709,5715
South Tucson,AZ,32.1995,-110.9684,5715
Belmar,NJ,40.1784,-74.0218,5712
Spring Grove,IL,42.4436,-88.2365,5711
Rupert,ID,42.6191,-113.6772,5705
Waynesboro,GA,33.0899,-82.0157,5704
Sharon Hill,PA,39.9065,-75.2716,5702
Spencer,MA,42.244,-71.9923,5700
Ocean Shores,WA,46.9737,-124.1563,5699
Penn Wynne,PA,39.9862,-75.2755,5697
Belle Fourche,SD,44.6714,-103.8521,5696
Forest,MS,32.3646,-89.4742,5695
Willow Springs,IL,41.7409,-87.8603,5695
Wilmington,IL,41.3078,-88.1467,5694
Bright,IN,39.2184,-84.8561,5693
New Carlisle,OH,39.9362,-84.0255,5693
Lindale,TX,32.5157,-95.4094,5692
Blauvelt,NY,41.0634,-73.9576,5689
South Gate Ridge,FL,27.2864,-82.4968,5688
Kingston Estates,NJ,39.9237,-74.9879,5685
Tenleytown,DC,38.9496,-77.0858,5684
Moores Mill,AL,34.844,-86.5183,5682
Barnhart,MO,38.3442,-90.3935,5682
Deer Park,OH,39.2053,-84.3947,5682
Marlin,TX,31.3063,-96.898,5682
West Modesto,CA,37.6175,-121.0391,5682
Nazareth,PA,40.7404,-75.3096,5681
Lebanon,KY,37.5698,-85.2527,5680
Oreland,PA,40.1184,-75.1777,5678
Edgemoor,DE,39.7501,-75.4996,5677
Hopkinton,NH,43.1915,-71.6753,5676
Corona de Tucson,AZ,31.9654,-110.7756,5675
Lake Bluff,IL,42.2789,-87.8342,5674
Wailea-Makena,HI,20.6626,-156.4274,5671
Douglass Hills,KY,38.2379,-85.5527,5669
West Rancho Dominguez,CA,33.8939,-118.2706,5669
Snowflake,AZ,34.5134,-110.0785,5666
Fountainhead-Orchard Hills,MD,39.6864,-77.719,5666
Carlinville,IL,39.2798,-89.8818,5665
Briar,TX,32.9951,-97.5428,5665
Westville,IN,41.5414,-86.9006,5662
Richland,NY,43.5695,-76.0477,5661
Barberton,WA,45.6932,-122.599,5661
Covington,VA,37.7935,-79.9939,5658
Sharon,MA,42.1237,-71.1787,5658
Buckhannon,WV,38.994,-80.232,5657
Gardnerville,NV,38.9413,-119.7496,5656
Mena,AR,34.5862,-94.2397,5653
Morristown,VT,44.5573,-72.6237,5653
Pevely,MO,38.2834,-90.3951,5652
Rib Mountain,WI,44.9128,-89.6754,5651
Hingham,MA,42.2418,-70.8898,5650
Monaca,PA,40.6873,-80.2715,5649
Highland,NY,41.7209,-73.9601,5647
Vinita,OK,36.6387,-95.1541,5643
Ashburnham,MA,42.6362,-71.9078,5643
Coldstream Homestead Montebello,MD,39.3229,-76.5955,5638
Pontoon Beach,IL,38.7317,-90.0804,5637
Bath,NY,42.337,-77.3178,5635
